game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,total,overtime,old_game_id,gsis,nfl_detail_id,pfr,pff,espn,ftn,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,away_qb_id,home_qb_id,away_qb_name,home_qb_name,away_coach,home_coach,referee,stadium_id,stadium
2026_05_CHI_GB,2026,REG,5,2026-10-11,Sunday,16:25,CHI,NA,GB,NA,Home,NA,NA,NA,2026101110,NA,NA,202610110gnb,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,grass,NA,NA,NA,NA,NA,NA,Ben Johnson,Matt LaFleur,NA,GNB00,Lambeau Field
2026_05_SF_SEA,2026,REG,5,2026-10-11,Sunday,16:25,SF,NA,SEA,NA,Home,NA,NA,NA,2026101111,NA,NA,202610110sea,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,fieldturf,NA,NA,NA,NA,NA,NA,Kyle Shanahan,Mike Macdonald,NA,SEA00,Lumen Field
2026_05_BAL_ATL,2026,REG,5,2026-10-11,Sunday,20:20,BAL,NA,ATL,NA,Home,NA,NA,NA,2026101112,NA,NA,202610110atl,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,fieldturf,NA,NA,NA,NA,NA,NA,Jesse Minter,Raheem Morris,NA,ATL97,Mercedes-Benz Stadium
2026_05_BUF_LA,2026,REG,5,2026-10-12,Monday,20:15,BUF,NA,LA,NA,Home,NA,NA,NA,2026101200,NA,NA,202610120ram,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,0,dome,matrixturf,NA,NA,NA,NA,NA,NA,Sean McDermott,Sean McVay,NA,LAX01,SoFi Stadium
2026_06_SEA_DEN,2026,REG,6,2026-10-15,Thursday,20:15,SEA,NA,DEN,NA,Home,NA,NA,NA,2026101500,NA,NA,202610150den,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Mike Macdonald,Sean Payton,NA,DEN00,Empower Field at Mile High
2026_06_HOU_JAX,2026,REG,6,2026-10-18,Sunday,09:30,HOU,NA,JAX,NA,Neutral,NA,NA,NA,2026101800,NA,NA,202610180jax,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,grass,NA,NA,NA,NA,NA,NA,DeMeco Ryans,Liam Coen,NA,JAX00,Wembley Stadium
2026_06_CHI_ATL,2026,REG,6,2026-10-18,Sunday,13:00,CHI,NA,ATL,NA,Home,NA,NA,NA,2026101801,NA,NA,202610180atl,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,fieldturf,NA,NA,NA,NA,NA,NA,Ben Johnson,Raheem Morris,NA,ATL97,Mercedes-Benz Stadium
2026_06_BAL_CLE,2026,REG,6,2026-10-18,Sunday,13:00,BAL,NA,CLE,NA,Home,NA,NA,NA,2026101802,NA,NA,202610180cle,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,grass,NA,NA,NA,NA,NA,NA,Jesse Minter,Todd Monken,NA,CLE00,Huntington Bank Field
2026_06_TEN_IND,2026,REG,6,2026-10-18,Sunday,13:00,TEN,NA,IND,NA,Home,NA,NA,NA,2026101803,NA,NA,202610180clt,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,fieldturf,NA,NA,NA,NA,NA,NA,Robert Saleh,Shane Steichen,NA,IND00,Lucas Oil Stadium
2026_06_NYJ_NE,2026,REG,6,2026-10-18,Sunday,13:00,NYJ,NA,NE,NA,Home,NA,NA,NA,2026101804,NA,NA,202610180nwe,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,fieldturf,NA,NA,NA,NA,NA,NA,Aaron Glenn,Mike Vrabel,NA,BOS00,Gillette Stadium
2026_06_NO_NYG,2026,REG,6,2026-10-18,Sunday,13:00,NO,NA,NYG,NA,Home,NA,NA,NA,2026101805,NA,NA,202610180nyg,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,fieldturf,NA,NA,NA,NA,NA,NA,Kellen Moore,John Harbaugh,NA,NYC01,MetLife Stadium
2026_06_CAR_PHI,2026,REG,6,2026-10-18,Sunday,13:00,CAR,NA,PHI,NA,Home,NA,NA,NA,2026101806,NA,NA,202610180phi,NA,NA,NA,14,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Dave Canales,Nick Sirianni,NA,PHI00,Lincoln Financial Field
2026_06_PIT_TB,2026,REG,6,2026-10-18,Sunday,13:00,PIT,NA,TB,NA,Home,NA,NA,NA,2026101807,NA,NA,202610180tam,NA,NA,NA,7,10,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Mike McCarthy,Todd Bowles,NA,TAM00,Raymond James Stadium
2026_06_ARI_LA,2026,REG,6,2026-10-18,Sunday,16:05,ARI,NA,LA,NA,Home,NA,NA,NA,2026101808,NA,NA,202610180ram,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,1,dome,matrixturf,NA,NA,NA,NA,NA,NA,Jonathan Gannon,Sean McVay,NA,LAX01,SoFi Stadium
2026_06_LAC_KC,2026,REG,6,2026-10-18,Sunday,16:25,LAC,NA,KC,NA,Home,NA,NA,NA,2026101809,NA,NA,202610180kan,NA,NA,NA,7,14,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,grass,NA,NA,NA,NA,NA,NA,Jim Harbaugh,Andy Reid,NA,KAN00,GEHA Field at Arrowhead Stadium
2026_06_BUF_LV,2026,REG,6,2026-10-18,Sunday,16:25,BUF,NA,LV,NA,Home,NA,NA,NA,2026101810,NA,NA,202610180rai,NA,NA,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,0,dome,grass,NA,NA,NA,NA,NA,NA,Sean McDermott,Klint Kubliak,NA,VEG00,Allegiant Stadium
2026_06_DAL_GB,2026,REG,6,2026-10-18,Sunday,20:20,DAL,NA,GB,NA,Home,NA,NA,NA,2026101811,NA,NA,202610180gnb,NA,NA,NA,10,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Brian Schottenheimer,Matt LaFleur,NA,GNB00,Lambeau Field
2026_06_WAS_SF,2026,REG,6,2026-10-19,Monday,20:15,WAS,NA,SF,NA,Home,NA,NA,NA,2026101900,NA,NA,202610190sfo,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Dan Quinn,Kyle Shanahan,NA,SFO01,Levi's Stadium
2026_07_NE_CHI,2026,REG,7,2026-10-22,Thursday,20:15,NE,NA,CHI,NA,Home,NA,NA,NA,2026102200,NA,NA,202610220chi,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Mike Vrabel,Ben Johnson,NA,CHI98,Soldier Field
2026_07_PIT_NO,2026,REG,7,2026-10-25,Sunday,09:30,PIT,NA,NO,NA,Neutral,NA,NA,NA,2026102500,NA,NA,202610250nor,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,dome,sportturf,NA,NA,NA,NA,NA,NA,Mike McCarthy,Kellen Moore,NA,NOR00,Stade de France
2026_07_SF_ATL,2026,REG,7,2026-10-25,Sunday,13:00,SF,NA,ATL,NA,Home,NA,NA,NA,2026102501,NA,NA,202610250atl,NA,NA,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,fieldturf,NA,NA,NA,NA,NA,NA,Kyle Shanahan,Raheem Morris,NA,ATL97,Mercedes-Benz Stadium
2026_07_CIN_BAL,2026,REG,7,2026-10-25,Sunday,13:00,CIN,NA,BAL,NA,Home,NA,NA,NA,2026102502,NA,NA,202610250rav,NA,NA,NA,14,7,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,grass,NA,NA,NA,NA,NA,NA,Zac Taylor,Jesse Minter,NA,BAL00,M&T Bank Stadium
2026_07_TB_CAR,2026,REG,7,2026-10-25,Sunday,13:00,TB,NA,CAR,NA,Home,NA,NA,NA,2026102503,NA,NA,202610250car,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,grass,NA,NA,NA,NA,NA,NA,Todd Bowles,Dave Canales,NA,CAR00,Bank of America Stadium
2026_07_NYG_HOU,2026,REG,7,2026-10-25,Sunday,13:00,NYG,NA,HOU,NA,Home,NA,NA,NA,2026102504,NA,NA,202610250htx,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,astroturf,NA,NA,NA,NA,NA,NA,John Harbaugh,DeMeco Ryans,NA,HOU00,Reliant Stadium
2026_07_IND_MIN,2026,REG,7,2026-10-25,Sunday,13:00,IND,NA,MIN,NA,Home,NA,NA,NA,2026102505,NA,NA,202610250min,NA,NA,NA,7,14,NA,NA,NA,NA,NA,NA,NA,NA,0,dome,sportturf,NA,NA,NA,NA,NA,NA,Shane Steichen,Kevin O'Connell,NA,MIN01,U.S. Bank Stadium
2026_07_MIA_NYJ,2026,REG,7,2026-10-25,Sunday,13:00,MIA,NA,NYJ,NA,Home,NA,NA,NA,2026102506,NA,NA,202610250nyj,NA,NA,NA,14,7,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,fieldturf,NA,NA,NA,NA,NA,NA,Jeff Hafley,Aaron Glenn,NA,NYC01,MetLife Stadium
2026_07_CLE_TEN,2026,REG,7,2026-10-25,Sunday,13:00,CLE,NA,TEN,NA,Home,NA,NA,NA,2026102507,NA,NA,202610250oti,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Todd Monken,Robert Saleh,NA,NAS00,Nissan Stadium
2026_07_DEN_ARI,2026,REG,7,2026-10-25,Sunday,16:05,DEN,NA,ARI,NA,Home,NA,NA,NA,2026102508,NA,NA,202610250crd,NA,NA,NA,10,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,grass,NA,NA,NA,NA,NA,NA,Sean Payton,Jonathan Gannon,NA,PHO00,State Farm Stadium
2026_07_GB_DET,2026,REG,7,2026-10-25,Sunday,16:25,GB,NA,DET,NA,Home,NA,NA,NA,2026102509,NA,NA,202610250det,NA,NA,NA,7,14,NA,NA,NA,NA,NA,NA,NA,NA,1,dome,fieldturf,NA,NA,NA,NA,NA,NA,Matt LaFleur,Dan Campbell,NA,DET00,Ford Field
2026_07_LA_LV,2026,REG,7,2026-10-25,Sunday,16:25,LA,NA,LV,NA,Home,NA,NA,NA,2026102510,NA,NA,202610250rai,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,dome,grass,NA,NA,NA,NA,NA,NA,Sean McVay,Klint Kubliak,NA,VEG00,Allegiant Stadium
2026_07_KC_SEA,2026,REG,7,2026-10-25,Sunday,20:20,KC,NA,SEA,NA,Home,NA,NA,NA,2026102511,NA,NA,202610250sea,NA,NA,NA,7,10,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,fieldturf,NA,NA,NA,NA,NA,NA,Andy Reid,Mike Macdonald,NA,SEA00,Lumen Field
2026_07_DAL_PHI,2026,REG,7,2026-10-26,Monday,20:15,DAL,NA,PHI,NA,Home,NA,NA,NA,2026102600,NA,NA,202610260phi,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,grass,NA,NA,NA,NA,NA,NA,Brian Schottenheimer,Nick Sirianni,NA,PHI00,Lincoln Financial Field
2026_08_CAR_GB,2026,REG,8,2026-10-29,Thursday,20:15,CAR,NA,GB,NA,Home,NA,NA,NA,2026102900,NA,NA,202610290gnb,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Dave Canales,Matt LaFleur,NA,GNB00,Lambeau Field
2026_08_BAL_BUF,2026,REG,8,2026-11-01,Sunday,13:00,BAL,NA,BUF,NA,Home,NA,NA,NA,2026110100,NA,NA,202611010buf,NA,NA,NA,7,14,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,a_turf,NA,NA,NA,NA,NA,NA,Jesse Minter,Sean McDermott,NA,BUF00,Highmark Stadium
2026_08_TEN_CIN,2026,REG,8,2026-11-01,Sunday,13:00,TEN,NA,CIN,NA,Home,NA,NA,NA,2026110101,NA,NA,202611010cin,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,fieldturf,NA,NA,NA,NA,NA,NA,Robert Saleh,Zac Taylor,NA,CIN00,Paycor Stadium
2026_08_ARI_DAL,2026,REG,8,2026-11-01,Sunday,13:00,ARI,NA,DAL,NA,Home,NA,NA,NA,2026110102,NA,NA,202611010dal,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,matrixturf,NA,NA,NA,NA,NA,NA,Jonathan Gannon,Brian Schottenheimer,NA,DAL00,AT&T Stadium
2026_08_MIN_DET,2026,REG,8,2026-11-01,Sunday,13:00,MIN,NA,DET,NA,Home,NA,NA,NA,2026110103,NA,NA,202611010det,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,dome,fieldturf,NA,NA,NA,NA,NA,NA,Kevin O'Connell,Dan Campbell,NA,DET00,Ford Field
2026_08_IND_JAX,2026,REG,8,2026-11-01,Sunday,13:00,IND,NA,JAX,NA,Home,NA,NA,NA,2026110104,NA,NA,202611010jax,NA,NA,NA,7,14,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,grass,NA,NA,NA,NA,NA,NA,Shane Steichen,Liam Coen,NA,JAX00,EverBank Stadium
2026_08_LV_NYJ,2026,REG,8,2026-11-01,Sunday,13:00,LV,NA,NYJ,NA,Home,NA,NA,NA,2026110105,NA,NA,202611010nyj,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,fieldturf,NA,NA,NA,NA,NA,NA,Klint Kubliak,Aaron Glenn,NA,NYC01,MetLife Stadium
2026_08_CLE_PIT,2026,REG,8,2026-11-01,Sunday,13:00,CLE,NA,PIT,NA,Home,NA,NA,NA,2026110106,NA,NA,202611010pit,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,grass,NA,NA,NA,NA,NA,NA,Todd Monken,Mike McCarthy,NA,PIT00,Acrisure Stadium
2026_08_ATL_TB,2026,REG,8,2026-11-01,Sunday,13:00,ATL,NA,TB,NA,Home,NA,NA,NA,2026110107,NA,NA,202611010tam,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,grass,NA,NA,NA,NA,NA,NA,Raheem Morris,Todd Bowles,NA,TAM00,Raymond James Stadium
2026_08_LAC_LA,2026,REG,8,2026-11-01,Sunday,16:05,LAC,NA,LA,NA,Home,NA,NA,NA,2026110108,NA,NA,202611010ram,NA,NA,NA,14,7,NA,NA,NA,NA,NA,NA,NA,NA,0,dome,matrixturf,NA,NA,NA,NA,NA,NA,Jim Harbaugh,Sean McVay,NA,LAX01,SoFi Stadium
2026_08_KC_DEN,2026,REG,8,2026-11-01,Sunday,16:25,KC,NA,DEN,NA,Home,NA,NA,NA,2026110109,NA,NA,202611010den,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,grass,NA,NA,NA,NA,NA,NA,Andy Reid,Sean Payton,NA,DEN00,Empower Field at Mile High
2026_08_NE_MIA,2026,REG,8,2026-11-01,Sunday,16:25,NE,NA,MIA,NA,Home,NA,NA,NA,2026110110,NA,NA,202611010mia,NA,NA,NA,10,7,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,grass,NA,NA,NA,NA,NA,NA,Mike Vrabel,Jeff Hafley,NA,MIA00,Hard Rock Stadium
2026_08_PHI_WAS,2026,REG,8,2026-11-01,Sunday,20:20,PHI,NA,WAS,NA,Home,NA,NA,NA,2026110111,NA,NA,202611010was,NA,NA,NA,6,13,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,grass,NA,NA,NA,NA,NA,NA,Nick Sirianni,Dan Quinn,NA,WAS00,Northwest Stadium
2026_08_CHI_SEA,2026,REG,8,2026-11-02,Monday,20:15,CHI,NA,SEA,NA,Home,NA,NA,NA,2026110200,NA,NA,202611020sea,NA,NA,NA,11,8,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,fieldturf,NA,NA,NA,NA,NA,NA,Ben Johnson,Mike Macdonald,NA,SEA00,Lumen Field
2026_09_JAX_BAL,2026,REG,9,2026-11-05,Thursday,20:15,JAX,NA,BAL,NA,Home,NA,NA,NA,2026110500,NA,NA,202611050rav,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Liam Coen,Jesse Minter,NA,BAL00,M&T Bank Stadium
2026_09_CIN_ATL,2026,REG,9,2026-11-08,Sunday,09:30,CIN,NA,ATL,NA,Neutral,NA,NA,NA,2026110800,NA,NA,202611080atl,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,fieldturf,NA,NA,NA,NA,NA,NA,Zac Taylor,Raheem Morris,NA,ATL97,Bernabeu
2026_09_DEN_CAR,2026,REG,9,2026-11-08,Sunday,13:00,DEN,NA,CAR,NA,Home,NA,NA,NA,2026110801,NA,NA,202611080car,NA,NA,NA,7,10,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Sean Payton,Dave Canales,NA,CAR00,Bank of America Stadium
2026_09_DAL_IND,2026,REG,9,2026-11-08,Sunday,13:00,DAL,NA,IND,NA,Home,NA,NA,NA,2026110802,NA,NA,202611080clt,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,fieldturf,NA,NA,NA,NA,NA,NA,Brian Schottenheimer,Shane Steichen,NA,IND00,Lucas Oil Stadium
2026_09_NYJ_KC,2026,REG,9,2026-11-08,Sunday,13:00,NYJ,NA,KC,NA,Home,NA,NA,NA,2026110803,NA,NA,202611080kan,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Aaron Glenn,Andy Reid,NA,KAN00,GEHA Field at Arrowhead Stadium
2026_09_DET_MIA,2026,REG,9,2026-11-08,Sunday,13:00,DET,NA,MIA,NA,Home,NA,NA,NA,2026110804,NA,NA,202611080mia,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Dan Campbell,Jeff Hafley,NA,MIA00,Hard Rock Stadium
2026_09_CLE_NO,2026,REG,9,2026-11-08,Sunday,13:00,CLE,NA,NO,NA,Home,NA,NA,NA,2026110805,NA,NA,202611080nor,NA,NA,NA,7,14,NA,NA,NA,NA,NA,NA,NA,NA,0,dome,sportturf,NA,NA,NA,NA,NA,NA,Todd Monken,Kellen Moore,NA,NOR00,Caesars Superdome
2026_09_NYG_PHI,2026,REG,9,2026-11-08,Sunday,13:00,NYG,NA,PHI,NA,Home,NA,NA,NA,2026110806,NA,NA,202611080phi,NA,NA,NA,14,7,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,grass,NA,NA,NA,NA,NA,NA,John Harbaugh,Nick Sirianni,NA,PHI00,Lincoln Financial Field
2026_09_LA_WAS,2026,REG,9,2026-11-08,Sunday,13:00,LA,NA,WAS,NA,Home,NA,NA,NA,2026110807,NA,NA,202611080was,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Sean McVay,Dan Quinn,NA,WAS00,Northwest Stadium
2026_09_HOU_LAC,2026,REG,9,2026-11-08,Sunday,16:05,HOU,NA,LAC,NA,Home,NA,NA,NA,2026110808,NA,NA,202611080sdg,NA,NA,NA,14,7,NA,NA,NA,NA,NA,NA,NA,NA,0,dome,matrixturf,NA,NA,NA,NA,NA,NA,DeMeco Ryans,Jim Harbaugh,NA,LAX01,SoFi Stadium
2026_09_LV_SF,2026,REG,9,2026-11-08,Sunday,16:05,LV,NA,SF,NA,Home,NA,NA,NA,2026110809,NA,NA,202611080sfo,NA,NA,NA,7,14,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Klint Kubliak,Kyle Shanahan,NA,SFO01,Levi's Stadium
2026_09_GB_NE,2026,REG,9,2026-11-08,Sunday,16:25,GB,NA,NE,NA,Home,NA,NA,NA,2026110810,NA,NA,202611080nwe,NA,NA,NA,10,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,fieldturf,NA,NA,NA,NA,NA,NA,Matt LaFleur,Mike Vrabel,NA,BOS00,Gillette Stadium
2026_09_ARI_SEA,2026,REG,9,2026-11-08,Sunday,16:25,ARI,NA,SEA,NA,Home,NA,NA,NA,2026110811,NA,NA,202611080sea,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,fieldturf,NA,NA,NA,NA,NA,NA,Jonathan Gannon,Mike Macdonald,NA,SEA00,Lumen Field
2026_09_TB_CHI,2026,REG,9,2026-11-08,Sunday,20:20,TB,NA,CHI,NA,Home,NA,NA,NA,2026110812,NA,NA,202611080chi,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Todd Bowles,Ben Johnson,NA,CHI98,Soldier Field
2026_09_BUF_MIN,2026,REG,9,2026-11-09,Monday,20:15,BUF,NA,MIN,NA,Home,NA,NA,NA,2026110900,NA,NA,202611090min,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,0,dome,sportturf,NA,NA,NA,NA,NA,NA,Sean McDermott,Kevin O'Connell,NA,MIN01,U.S. Bank Stadium
2026_10_WAS_NYG,2026,REG,10,2026-11-12,Thursday,20:15,WAS,NA,NYG,NA,Home,NA,NA,NA,2026111200,NA,NA,202611120nyg,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,fieldturf,NA,NA,NA,NA,NA,NA,Dan Quinn,John Harbaugh,NA,NYC01,MetLife Stadium
2026_10_NE_DET,2026,REG,10,2026-11-15,Sunday,09:30,NE,NA,DET,NA,Neutral,NA,NA,NA,2026111500,NA,NA,202611150det,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,dome,fieldturf,NA,NA,NA,NA,NA,NA,Mike Vrabel,Dan Campbell,NA,DET00,FC Bayern Munich Stadium
2026_10_KC_ATL,2026,REG,10,2026-11-15,Sunday,13:00,KC,NA,ATL,NA,Home,NA,NA,NA,2026111501,NA,NA,202611150atl,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,fieldturf,NA,NA,NA,NA,NA,NA,Andy Reid,Raheem Morris,NA,ATL97,Mercedes-Benz Stadium
2026_10_HOU_CLE,2026,REG,10,2026-11-15,Sunday,13:00,HOU,NA,CLE,NA,Home,NA,NA,NA,2026111502,NA,NA,202611150cle,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,DeMeco Ryans,Todd Monken,NA,CLE00,Huntington Bank Field
2026_10_MIN_GB,2026,REG,10,2026-11-15,Sunday,13:00,MIN,NA,GB,NA,Home,NA,NA,NA,2026111503,NA,NA,202611150gnb,NA,NA,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,grass,NA,NA,NA,NA,NA,NA,Kevin O'Connell,Matt LaFleur,NA,GNB00,Lambeau Field
2026_10_MIA_IND,2026,REG,10,2026-11-15,Sunday,13:00,MIA,NA,IND,NA,Home,NA,NA,NA,2026111504,NA,NA,202611150clt,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,fieldturf,NA,NA,NA,NA,NA,NA,Jeff Hafley,Shane Steichen,NA,IND00,Lucas Oil Stadium
2026_10_CAR_NO,2026,REG,10,2026-11-15,Sunday,13:00,CAR,NA,NO,NA,Home,NA,NA,NA,2026111505,NA,NA,202611150nor,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,dome,sportturf,NA,NA,NA,NA,NA,NA,Dave Canales,Kellen Moore,NA,NOR00,Caesars Superdome
2026_10_BUF_NYJ,2026,REG,10,2026-11-15,Sunday,13:00,BUF,NA,NYJ,NA,Home,NA,NA,NA,2026111506,NA,NA,202611150nyj,NA,NA,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,fieldturf,NA,NA,NA,NA,NA,NA,Sean McDermott,Aaron Glenn,NA,NYC01,MetLife Stadium
2026_10_JAX_TEN,2026,REG,10,2026-11-15,Sunday,13:00,JAX,NA,TEN,NA,Home,NA,NA,NA,2026111507,NA,NA,202611150oti,NA,NA,NA,10,14,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,grass,NA,NA,NA,NA,NA,NA,Liam Coen,Robert Saleh,NA,NAS00,Nissan Stadium
2026_10_LA_ARI,2026,REG,10,2026-11-15,Sunday,16:05,LA,NA,ARI,NA,Home,NA,NA,NA,2026111508,NA,NA,202611150crd,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,grass,NA,NA,NA,NA,NA,NA,Sean McVay,Jonathan Gannon,NA,PHO00,State Farm Stadium
2026_10_SEA_LV,2026,REG,10,2026-11-15,Sunday,16:05,SEA,NA,LV,NA,Home,NA,NA,NA,2026111509,NA,NA,202611150rai,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,dome,grass,NA,NA,NA,NA,NA,NA,Mike Macdonald,Klint Kubliak,NA,VEG00,Allegiant Stadium
2026_10_SF_DAL,2026,REG,10,2026-11-15,Sunday,16:25,SF,NA,DAL,NA,Home,NA,NA,NA,2026111510,NA,NA,202611150dal,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,matrixturf,NA,NA,NA,NA,NA,NA,Kyle Shanahan,Brian Schottenheimer,NA,DAL00,AT&T Stadium
2026_10_PIT_CIN,2026,REG,10,2026-11-15,Sunday,20:20,PIT,NA,CIN,NA,Home,NA,NA,NA,2026111511,NA,NA,202611150cin,NA,NA,NA,14,7,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,fieldturf,NA,NA,NA,NA,NA,NA,Mike McCarthy,Zac Taylor,NA,CIN00,Paycor Stadium
2026_10_LAC_BAL,2026,REG,10,2026-11-16,Monday,20:15,LAC,NA,BAL,NA,Home,NA,NA,NA,2026111600,NA,NA,202611160rav,NA,NA,NA,8,11,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Jim Harbaugh,Jesse Minter,NA,BAL00,M&T Bank Stadium
2026_11_IND_HOU,2026,REG,11,2026-11-19,Thursday,20:15,IND,NA,HOU,NA,Home,NA,NA,NA,2026111900,NA,NA,202611190htx,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,astroturf,NA,NA,NA,NA,NA,NA,Shane Steichen,DeMeco Ryans,NA,HOU00,Reliant Stadium
